day,date,nyhlr,high1,low1,close1,volume1
Mon,04-27-2020,3.4444,3.4444,3.4444,3.4444,0
Fri,04-24-2020,0.6086,0.6086,0.6086,0.6086,0
Thu,04-23-2020,1.1666,1.1666,1.1666,1.1666,0
Wed,04-22-2020,0.7272,0.7272,0.7272,0.7272,0
Tue,04-21-2020,0.2580,0.2580,0.2580,0.2580,0
Mon,04-20-2020,1.3571,1.3571,1.3571,1.3571,0
Fri,04-17-2020,1.9000,1.9000,1.9000,1.9000,0
Thu,04-16-2020,0.6250,0.6250,0.6250,0.6250,0
Wed,04-15-2020,0.4545,0.4545,0.4545,0.4545,0
Tue,04-14-2020,3.5000,3.5000,3.5000,3.5000,0
Mon,04-13-2020,1.2222,1.2222,1.2222,1.2222,0
Thu,04-09-2020,6.0000,6.0000,6.0000,6.0000,0
Wed,04-08-2020,1.1666,1.1666,1.1666,1.1666,0
Tue,04-07-2020,0.4375,0.4375,0.4375,0.4375,0
Mon,04-06-2020,0.3000,0.3000,0.3000,0.3000,0
Fri,04-03-2020,0.0111,0.0111,0.0111,0.0111,0
Thu,04-02-2020,0.0170,0.0170,0.0170,0.0170,0
Wed,04-01-2020,0.0258,0.0258,0.0258,0.0258,0
Tue,03-31-2020,0.1724,0.1724,0.1724,0.1724,0
Mon,03-30-2020,0.0847,0.0847,0.0847,0.0847,0
Fri,03-27-2020,0.0697,0.0697,0.0697,0.0697,0
Thu,03-26-2020,0.1904,0.1904,0.1904,0.1904,0
Wed,03-25-2020,0.0555,0.0555,0.0555,0.0555,0
Tue,03-24-2020,0.0114,0.0114,0.0114,0.0114,0
Mon,03-23-2020,0.0024,0.0024,0.0024,0.0024,0
Fri,03-20-2020,0.0033,0.0033,0.0033,0.0033,0
Thu,03-19-2020,0.0047,0.0047,0.0047,0.0047,0
Wed,03-18-2020,0.0062,0.0062,0.0062,0.0062,0
Tue,03-17-2020,0.0060,0.0060,0.0060,0.0060,0
Mon,03-16-2020,0.0014,0.0014,0.0014,0.0014,0
Fri,03-13-2020,0.0046,0.0046,0.0046,0.0046,0
Thu,03-12-2020,0.0008,0.0008,0.0008,0.0008,0
Wed,03-11-2020,0.0053,0.0053,0.0053,0.0053,0
Tue,03-10-2020,0.0188,0.0188,0.0188,0.0188,0
Mon,03-09-2020,0.0092,0.0092,0.0092,0.0092,0
Fri,03-06-2020,0.0392,0.0392,0.0392,0.0392,0
Thu,03-05-2020,0.0976,0.0976,0.0976,0.0976,0
Wed,03-04-2020,0.3059,0.3059,0.3059,0.3059,0
Tue,03-03-2020,0.1578,0.1578,0.1578,0.1578,0
Mon,03-02-2020,0.0914,0.0914,0.0914,0.0914,0
Fri,02-28-2020,0.0085,0.0085,0.0085,0.0085,0
Thu,02-27-2020,0.0316,0.0316,0.0316,0.0316,0
Wed,02-26-2020,0.0795,0.0795,0.0795,0.0795,0
Tue,02-25-2020,0.1416,0.1416,0.1416,0.1416,0
Mon,02-24-2020,0.3510,0.3510,0.3510,0.3510,0
Fri,02-21-2020,2.0229,2.0229,2.0229,2.0229,0
Thu,02-20-2020,3.8688,3.8688,3.8688,3.8688,0
Wed,02-19-2020,4.2711,4.2711,4.2711,4.2711,0
Tue,02-18-2020,3.2133,3.2133,3.2133,3.2133,0
Fri,02-14-2020,4.6315,4.6315,4.6315,4.6315,0
Thu,02-13-2020,4.7826,4.7826,4.7826,4.7826,0
Wed,02-12-2020,7.7142,7.7142,7.7142,7.7142,0
Tue,02-11-2020,7.6666,7.6666,7.6666,7.6666,0
Mon,02-10-2020,2.8837,2.8837,2.8837,2.8837,0
Fri,02-07-2020,3.7656,3.7656,3.7656,3.7656,0
Thu,02-06-2020,8.1562,8.1562,8.1562,8.1562,0
Wed,02-05-2020,15.625,15.625,15.625,15.625,0
Tue,02-04-2020,5.1956,5.1956,5.1956,5.1956,0
Mon,02-03-2020,1.6588,1.6588,1.6588,1.6588,0
Fri,01-31-2020,1.3947,1.3947,1.3947,1.3947,0
Thu,01-30-2020,1.6126,1.6126,1.6126,1.6126,0
Wed,01-29-2020,3.4237,3.4237,3.4237,3.4237,0
Tue,01-28-2020,2.5263,2.5263,2.5263,2.5263,0
Mon,01-27-2020,1.0882,1.0882,1.0882,1.0882,0
Fri,01-24-2020,3.7619,3.7619,3.7619,3.7619,0
Thu,01-23-2020,4.4888,4.4888,4.4888,4.4888,0
Wed,01-22-2020,10.655,10.655,10.655,10.655,0
Tue,01-21-2020,9.5925,9.5925,9.5925,9.5925,0
Fri,01-17-2020,48.429,48.429,48.429,48.429,0
Thu,01-16-2020,49.667,49.667,49.667,49.667,0
Wed,01-15-2020,38.714,38.714,38.714,38.714,0
Tue,01-14-2020,28.750,28.750,28.750,28.750,0
Mon,01-13-2020,10.565,10.565,10.565,10.565,0
Fri,01-10-2020,10.900,10.900,10.900,10.900,0
Thu,01-09-2020,18.538,18.538,18.538,18.538,0
Wed,01-08-2020,19.364,19.364,19.364,19.364,0
Tue,01-07-2020,11.909,11.909,11.909,11.909,0
Mon,01-06-2020,15.625,15.625,15.625,15.625,0
Fri,01-03-2020,16.111,16.111,16.111,16.111,0
Thu,01-02-2020,42.800,42.800,42.800,42.800,0
Tue,12-31-2019,11.444,11.444,11.444,11.444,0
Mon,12-30-2019,6.4666,6.4666,6.4666,6.4666,0
Fri,12-27-2019,50.750,50.750,50.750,50.750,0
Thu,12-26-2019,25.000,25.000,25.000,25.000,0
Tue,12-24-2019,26.600,26.600,26.600,26.600,0
Mon,12-23-2019,16.583,16.583,16.583,16.583,0
Fri,12-20-2019,30.222,30.222,30.222,30.222,0
Thu,12-19-2019,11.400,11.400,11.400,11.400,0
Wed,12-18-2019,21.250,21.250,21.250,21.250,0
Tue,12-17-2019,13.769,13.769,13.769,13.769,0
Mon,12-16-2019,11.150,11.150,11.150,11.150,0
Fri,12-13-2019,10.056,10.056,10.056,10.056,0
Thu,12-12-2019,10.238,10.238,10.238,10.238,0
Wed,12-11-2019,7.2500,7.2500,7.2500,7.2500,0
Tue,12-10-2019,4.6666,4.6666,4.6666,4.6666,0
Mon,12-09-2019,5.8888,5.8888,5.8888,5.8888,0
Fri,12-06-2019,11.071,11.071,11.071,11.071,0
Thu,12-05-2019,2.4400,2.4400,2.4400,2.4400,0
Wed,12-04-2019,5.1428,5.1428,5.1428,5.1428,0
Tue,12-03-2019,0.4264,0.4264,0.4264,0.4264,0
Mon,12-02-2019,1.4318,1.4318,1.4318,1.4318,0
Fri,11-29-2019,5.0500,5.0500,5.0500,5.0500,0
Wed,11-27-2019,7.0434,7.0434,7.0434,7.0434,0
Tue,11-26-2019,5.4444,5.4444,5.4444,5.4444,0
Mon,11-25-2019,7.1052,7.1052,7.1052,7.1052,0
Fri,11-22-2019,1.6666,1.6666,1.6666,1.6666,0
Thu,11-21-2019,0.7462,0.7462,0.7462,0.7462,0
Wed,11-20-2019,1.0823,1.0823,1.0823,1.0823,0
Tue,11-19-2019,1.2577,1.2577,1.2577,1.2577,0
Mon,11-18-2019,1.4935,1.4935,1.4935,1.4935,0
Fri,11-15-2019,2.1636,2.1636,2.1636,2.1636,0
Thu,11-14-2019,1.3066,1.3066,1.3066,1.3066,0
Wed,11-13-2019,1.0724,1.0724,1.0724,1.0724,0
Tue,11-12-2019,1.6760,1.6760,1.6760,1.6760,0
Mon,11-11-2019,1.7692,1.7692,1.7692,1.7692,0
Fri,11-08-2019,2.3777,2.3777,2.3777,2.3777,0
Thu,11-07-2019,4.2195,4.2195,4.2195,4.2195,0
Wed,11-06-2019,3.2121,3.2121,3.2121,3.2121,0
Tue,11-05-2019,6.8518,6.8518,6.8518,6.8518,0
Mon,11-04-2019,19.455,19.455,19.455,19.455,0
Fri,11-01-2019,7.5416,7.5416,7.5416,7.5416,0
Thu,10-31-2019,2.4264,2.4264,2.4264,2.4264,0
Wed,10-30-2019,3.8000,3.8000,3.8000,3.8000,0
Tue,10-29-2019,4.2941,4.2941,4.2941,4.2941,0
Mon,10-28-2019,7.0000,7.0000,7.0000,7.0000,0
Fri,10-25-2019,4.8148,4.8148,4.8148,4.8148,0
Thu,10-24-2019,5.2500,5.2500,5.2500,5.2500,0
Wed,10-23-2019,5.1071,5.1071,5.1071,5.1071,0
Tue,10-22-2019,6.2500,6.2500,6.2500,6.2500,0
Mon,10-21-2019,5.9000,5.9000,5.9000,5.9000,0
Fri,10-18-2019,3.6571,3.6571,3.6571,3.6571,0
Thu,10-17-2019,4.6969,4.6969,4.6969,4.6969,0
Wed,10-16-2019,3.2000,3.2000,3.2000,3.2000,0
Tue,10-15-2019,4.8571,4.8571,4.8571,4.8571,0
Mon,10-14-2019,1.5744,1.5744,1.5744,1.5744,0
Fri,10-11-2019,8.6153,8.6153,8.6153,8.6153,0
Thu,10-10-2019,1.1666,1.1666,1.1666,1.1666,0
Wed,10-09-2019,1.2285,1.2285,1.2285,1.2285,0
Tue,10-08-2019,0.7127,0.7127,0.7127,0.7127,0
Mon,10-07-2019,2.2000,2.2000,2.2000,2.2000,0
Fri,10-04-2019,2.1875,2.1875,2.1875,2.1875,0
Thu,10-03-2019,0.4777,0.4777,0.4777,0.4777,0
Wed,10-02-2019,0.1684,0.1684,0.1684,0.1684,0
Tue,10-01-2019,1.0754,1.0754,1.0754,1.0754,0
Mon,09-30-2019,4.0740,4.0740,4.0740,4.0740,0
Fri,09-27-2019,3.2000,3.2000,3.2000,3.2000,0
Thu,09-26-2019,3.7777,3.7777,3.7777,3.7777,0
Wed,09-25-2019,3.6818,3.6818,3.6818,3.6818,0
Tue,09-24-2019,4.0000,4.0000,4.0000,4.0000,0
Mon,09-23-2019,7.0625,7.0625,7.0625,7.0625,0
Fri,09-20-2019,6.8461,6.8461,6.8461,6.8461,0
Thu,09-19-2019,15.286,15.286,15.286,15.286,0
Wed,09-18-2019,7.9000,7.9000,7.9000,7.9000,0
Tue,09-17-2019,8.2857,8.2857,8.2857,8.2857,0
Mon,09-16-2019,9.3333,9.3333,9.3333,9.3333,0
Fri,09-13-2019,9.7777,9.7777,9.7777,9.7777,0
Thu,09-12-2019,21.000,21.000,21.000,21.000,0
Wed,09-11-2019,17.000,17.000,17.000,17.000,0
Tue,09-10-2019,8.2000,8.2000,8.2000,8.2000,0
Mon,09-09-2019,7.3750,7.3750,7.3750,7.3750,0
Fri,09-06-2019,6.9000,6.9000,6.9000,6.9000,0
Thu,09-05-2019,16.182,16.182,16.182,16.182,0
Wed,09-04-2019,7.3000,7.3000,7.3000,7.3000,0
Tue,09-03-2019,1.5555,1.5555,1.5555,1.5555,0
Fri,08-30-2019,4.0000,4.0000,4.0000,4.0000,0
Thu,08-29-2019,3.3478,3.3478,3.3478,3.3478,0
Wed,08-28-2019,0.7055,0.7055,0.7055,0.7055,0
Tue,08-27-2019,0.6172,0.6172,0.6172,0.6172,0
Mon,08-26-2019,0.4586,0.4586,0.4586,0.4586,0
Fri,08-23-2019,0.7225,0.7225,0.7225,0.7225,0
Thu,08-22-2019,3.1403,3.1403,3.1403,3.1403,0
Wed,08-21-2019,4.4000,4.4000,4.4000,4.4000,0
Tue,08-20-2019,2.5500,2.5500,2.5500,2.5500,0
Mon,08-19-2019,8.9047,8.9047,8.9047,8.9047,0
Fri,08-16-2019,2.4000,2.4000,2.4000,2.4000,0
Thu,08-15-2019,0.4814,0.4814,0.4814,0.4814,0
Wed,08-14-2019,3.2580,3.2580,3.2580,3.2580,0
Tue,08-13-2019,1.0985,1.0985,1.0985,1.0985,0
Mon,08-12-2019,0.6952,0.6952,0.6952,0.6952,0
Fri,08-09-2019,1.5526,1.5526,1.5526,1.5526,0
Thu,08-08-2019,3.1111,3.1111,3.1111,3.1111,0
Wed,08-07-2019,0.6196,0.6196,0.6196,0.6196,0
Tue,08-06-2019,0.4078,0.4078,0.4078,0.4078,0
Mon,08-05-2019,0.3745,0.3745,0.3745,0.3745,0
Fri,08-02-2019,0.9212,0.9212,0.9212,0.9212,0
Thu,08-01-2019,1.9846,1.9846,1.9846,1.9846,0
Wed,07-31-2019,6.3800,6.3800,6.3800,6.3800,0
Tue,07-30-2019,2.9240,2.9240,2.9240,2.9240,0
Mon,07-29-2019,3.5342,3.5342,3.5342,3.5342,0
Fri,07-26-2019,2.8405,2.8405,2.8405,2.8405,0
Thu,07-25-2019,2.4027,2.4027,2.4027,2.4027,0
Wed,07-24-2019,7.4375,7.4375,7.4375,7.4375,0
Tue,07-23-2019,2.4561,2.4561,2.4561,2.4561,0
Mon,07-22-2019,1.6891,1.6891,1.6891,1.6891,0
Fri,07-19-2019,3.0000,3.0000,3.0000,3.0000,0
Thu,07-18-2019,1.8936,1.8936,1.8936,1.8936,0
Wed,07-17-2019,2.7741,2.7741,2.7741,2.7741,0
Tue,07-16-2019,4.1176,4.1176,4.1176,4.1176,0
Mon,07-15-2019,5.2162,5.2162,5.2162,5.2162,0
Fri,07-12-2019,7.1304,7.1304,7.1304,7.1304,0
Thu,07-11-2019,4.3333,4.3333,4.3333,4.3333,0
Wed,07-10-2019,9.6666,9.6666,9.6666,9.6666,0
Tue,07-09-2019,3.1428,3.1428,3.1428,3.1428,0
Mon,07-08-2019,5.5000,5.5000,5.5000,5.5000,0
Fri,07-05-2019,7.1875,7.1875,7.1875,7.1875,0
Wed,07-03-2019,11.000,11.000,11.000,11.000,0
Tue,07-02-2019,5.1666,5.1666,5.1666,5.1666,0
Mon,07-01-2019,18.333,18.333,18.333,18.333,0
Fri,06-28-2019,7.4545,7.4545,7.4545,7.4545,0
Thu,06-27-2019,3.1612,3.1612,3.1612,3.1612,0
Wed,06-26-2019,1.4444,1.4444,1.4444,1.4444,0
Tue,06-25-2019,1.3000,1.3000,1.3000,1.3000,0
Mon,06-24-2019,2.3174,2.3174,2.3174,2.3174,0
Fri,06-21-2019,2.4905,2.4905,2.4905,2.4905,0
Thu,06-20-2019,11.963,11.963,11.963,11.963,0
Wed,06-19-2019,6.0000,6.0000,6.0000,6.0000,0
Tue,06-18-2019,8.4444,8.4444,8.4444,8.4444,0
Mon,06-17-2019,2.0958,2.0958,2.0958,2.0958,0
Fri,06-14-2019,1.8783,1.8783,1.8783,1.8783,0
Thu,06-13-2019,2.6382,2.6382,2.6382,2.6382,0
Wed,06-12-2019,1.2873,1.2873,1.2873,1.2873,0
Tue,06-11-2019,3.3589,3.3589,3.3589,3.3589,0
Mon,06-10-2019,7.7037,7.7037,7.7037,7.7037,0
Fri,06-07-2019,6.3478,6.3478,6.3478,6.3478,0
Thu,06-06-2019,1.9019,1.9019,1.9019,1.9019,0
Wed,06-05-2019,2.8688,2.8688,2.8688,2.8688,0
Tue,06-04-2019,6.1000,6.1000,6.1000,6.1000,0
Mon,06-03-2019,0.8849,0.8849,0.8849,0.8849,0
Fri,05-31-2019,0.3253,0.3253,0.3253,0.3253,0
Thu,05-30-2019,0.4918,0.4918,0.4918,0.4918,0
Wed,05-29-2019,0.3364,0.3364,0.3364,0.3364,0
Tue,05-28-2019,1.1759,1.1759,1.1759,1.1759,0
Fri,05-24-2019,1.5000,1.5000,1.5000,1.5000,0
Thu,05-23-2019,0.4357,0.4357,0.4357,0.4357,0
Wed,05-22-2019,1.1235,1.1235,1.1235,1.1235,0
Tue,05-21-2019,1.9642,1.9642,1.9642,1.9642,0
Mon,05-20-2019,0.6206,0.6206,0.6206,0.6206,0
Fri,05-17-2019,1.4000,1.4000,1.4000,1.4000,0
Thu,05-16-2019,4.0930,4.0930,4.0930,4.0930,0
Wed,05-15-2019,1.6935,1.6935,1.6935,1.6935,0
Tue,05-14-2019,1.3272,1.3272,1.3272,1.3272,0
Mon,05-13-2019,0.5203,0.5203,0.5203,0.5203,0
Fri,05-10-2019,1.1666,1.1666,1.1666,1.1666,0
Thu,05-09-2019,0.7647,0.7647,0.7647,0.7647,0
Wed,05-08-2019,2.0256,2.0256,2.0256,2.0256,0
Tue,05-07-2019,1.7317,1.7317,1.7317,1.7317,0
Mon,05-06-2019,4.3846,4.3846,4.3846,4.3846,0
Fri,05-03-2019,17.111,17.111,17.111,17.111,0
Thu,05-02-2019,1.7241,1.7241,1.7241,1.7241,0
Wed,05-01-2019,5.5675,5.5675,5.5675,5.5675,0
Tue,04-30-2019,6.5666,6.5666,6.5666,6.5666,0
Mon,04-29-2019,8.6250,8.6250,8.6250,8.6250,0
Fri,04-26-2019,4.1379,4.1379,4.1379,4.1379,0
Thu,04-25-2019,1.6428,1.6428,1.6428,1.6428,0
Wed,04-24-2019,4.8518,4.8518,4.8518,4.8518,0
Tue,04-23-2019,6.8000,6.8000,6.8000,6.8000,0
Mon,04-22-2019,1.5882,1.5882,1.5882,1.5882,0
Thu,04-18-2019,2.6296,2.6296,2.6296,2.6296,0
Wed,04-17-2019,2.7333,2.7333,2.7333,2.7333,0
Tue,04-16-2019,4.9615,4.9615,4.9615,4.9615,0
Mon,04-15-2019,5.7916,5.7916,5.7916,5.7916,0
Fri,04-12-2019,7.2857,7.2857,7.2857,7.2857,0
Thu,04-11-2019,7.1176,7.1176,7.1176,7.1176,0
Wed,04-10-2019,12.300,12.300,12.300,12.300,0
Tue,04-09-2019,4.4666,4.4666,4.4666,4.4666,0
Mon,04-08-2019,16.333,16.333,16.333,16.333,0
Fri,04-05-2019,14.500,14.500,14.500,14.500,0
Thu,04-04-2019,9.3000,9.3000,9.3000,9.3000,0
Wed,04-03-2019,10.375,10.375,10.375,10.375,0
Tue,04-02-2019,9.3333,9.3333,9.3333,9.3333,0
Mon,04-01-2019,14.833,14.833,14.833,14.833,0
Fri,03-29-2019,5.4800,5.4800,5.4800,5.4800,0
Thu,03-28-2019,4.1612,4.1612,4.1612,4.1612,0
Wed,03-27-2019,4.3333,4.3333,4.3333,4.3333,0
Tue,03-26-2019,6.4347,6.4347,6.4347,6.4347,0
Mon,03-25-2019,1.1612,1.1612,1.1612,1.1612,0
Fri,03-22-2019,2.7592,2.7592,2.7592,2.7592,0
Thu,03-21-2019,7.0000,7.0000,7.0000,7.0000,0
Wed,03-20-2019,2.0476,2.0476,2.0476,2.0476,0
Tue,03-19-2019,5.8888,5.8888,5.8888,5.8888,0
Mon,03-18-2019,5.6842,5.6842,5.6842,5.6842,0
Fri,03-15-2019,5.7500,5.7500,5.7500,5.7500,0
Thu,03-14-2019,4.9047,4.9047,4.9047,4.9047,0
Wed,03-13-2019,11.400,11.400,11.400,11.400,0
Tue,03-12-2019,10.500,10.500,10.500,10.500,0
Mon,03-11-2019,4.5000,4.5000,4.5000,4.5000,0
Fri,03-08-2019,0.8823,0.8823,0.8823,0.8823,0
Thu,03-07-2019,1.3653,1.3653,1.3653,1.3653,0
Wed,03-06-2019,1.8181,1.8181,1.8181,1.8181,0
Tue,03-05-2019,3.6363,3.6363,3.6363,3.6363,0
Mon,03-04-2019,8.5714,8.5714,8.5714,8.5714,0
Fri,03-01-2019,10.308,10.308,10.308,10.308,0
Thu,02-28-2019,8.6000,8.6000,8.6000,8.6000,0
Wed,02-27-2019,4.2727,4.2727,4.2727,4.2727,0
Tue,02-26-2019,8.1000,8.1000,8.1000,8.1000,0
Mon,02-25-2019,15.000,15.000,15.000,15.000,0
Fri,02-22-2019,18.111,18.111,18.111,18.111,0
Thu,02-21-2019,11.375,11.375,11.375,11.375,0
Wed,02-20-2019,14.286,14.286,14.286,14.286,0
Tue,02-19-2019,12.200,12.200,12.200,12.200,0
Fri,02-15-2019,56.000,56.000,56.000,56.000,0
Thu,02-14-2019,8.8750,8.8750,8.8750,8.8750,0
Wed,02-13-2019,17.400,17.400,17.400,17.400,0
Tue,02-12-2019,11.750,11.750,11.750,11.750,0
Mon,02-11-2019,7.8181,7.8181,7.8181,7.8181,0
Fri,02-08-2019,3.2631,3.2631,3.2631,3.2631,0
Thu,02-07-2019,2.5000,2.5000,2.5000,2.5000,0
Wed,02-06-2019,6.7777,6.7777,6.7777,6.7777,0
Tue,02-05-2019,23.500,23.500,23.500,23.500,0
Mon,02-04-2019,10.333,10.333,10.333,10.333,0
Fri,02-01-2019,9.9000,9.9000,9.9000,9.9000,0
Thu,01-31-2019,19.000,19.000,19.000,19.000,0
Wed,01-30-2019,5.1428,5.1428,5.1428,5.1428,0
Tue,01-29-2019,3.1176,3.1176,3.1176,3.1176,0
Mon,01-28-2019,1.8636,1.8636,1.8636,1.8636,0
Fri,01-25-2019,10.000,10.000,10.000,10.000,0
Thu,01-24-2019,1.4545,1.4545,1.4545,1.4545,0
Wed,01-23-2019,1.1578,1.1578,1.1578,1.1578,0
Tue,01-22-2019,0.5357,0.5357,0.5357,0.5357,0
Fri,01-18-2019,2.5833,2.5833,2.5833,2.5833,0
Thu,01-17-2019,1.7272,1.7272,1.7272,1.7272,0
Wed,01-16-2019,2.4444,2.4444,2.4444,2.4444,0
Tue,01-15-2019,1.0833,1.0833,1.0833,1.0833,0
Mon,01-14-2019,0.6363,0.6363,0.6363,0.6363,0
Fri,01-11-2019,3.2000,3.2000,3.2000,3.2000,0
Thu,01-10-2019,1.5714,1.5714,1.5714,1.5714,0
Wed,01-09-2019,1.2000,1.2000,1.2000,1.2000,0
Tue,01-08-2019,1.4000,1.4000,1.4000,1.4000,0
Mon,01-07-2019,0.7272,0.7272,0.7272,0.7272,0
Fri,01-04-2019,0.5454,0.5454,0.5454,0.5454,0
Thu,01-03-2019,0.3000,0.3000,0.3000,0.3000,0
Wed,01-02-2019,0.1269,0.1269,0.1269,0.1269,0
Mon,12-31-2018,0.0724,0.0724,0.0724,0.0724,0
Fri,12-28-2018,0.0505,0.0505,0.0505,0.0505,0
Thu,12-27-2018,0.0273,0.0273,0.0273,0.0273,0
Wed,12-26-2018,0.0049,0.0049,0.0049,0.0049,0
Mon,12-24-2018,0.0015,0.0015,0.0015,0.0015,0
Fri,12-21-2018,0.0018,0.0018,0.0018,0.0018,0
Thu,12-20-2018,0.0031,0.0031,0.0031,0.0031,0
Wed,12-19-2018,0.0048,0.0048,0.0048,0.0048,0
Tue,12-18-2018,0.0040,0.0040,0.0040,0.0040,0
Mon,12-17-2018,0.0056,0.0056,0.0056,0.0056,0
Fri,12-14-2018,0.0259,0.0259,0.0259,0.0259,0
Thu,12-13-2018,0.0659,0.0659,0.0659,0.0659,0
Wed,12-12-2018,0.2734,0.2734,0.2734,0.2734,0
Tue,12-11-2018,0.1310,0.1310,0.1310,0.1310,0
Mon,12-10-2018,0.0213,0.0213,0.0213,0.0213,0
Fri,12-07-2018,0.1467,0.1467,0.1467,0.1467,0
Thu,12-06-2018,0.0540,0.0540,0.0540,0.0540,0
Tue,12-04-2018,0.2010,0.2010,0.2010,0.2010,0
Mon,12-03-2018,0.6015,0.6015,0.6015,0.6015,0
Fri,11-30-2018,0.2200,0.2200,0.2200,0.2200,0
Thu,11-29-2018,0.2261,0.2261,0.2261,0.2261,0
Wed,11-28-2018,0.2000,0.2000,0.2000,0.2000,0
Tue,11-27-2018,0.0858,0.0858,0.0858,0.0858,0
Mon,11-26-2018,0.0958,0.0958,0.0958,0.0958,0
Fri,11-23-2018,0.0232,0.0232,0.0232,0.0232,0
Wed,11-21-2018,0.1125,0.1125,0.1125,0.1125,0
Tue,11-20-2018,0.0559,0.0559,0.0559,0.0559,0
Mon,11-19-2018,0.1942,0.1942,0.1942,0.1942,0
Fri,11-16-2018,0.2197,0.2197,0.2197,0.2197,0
Thu,11-15-2018,0.0871,0.0871,0.0871,0.0871,0
Wed,11-14-2018,0.1329,0.1329,0.1329,0.1329,0
Tue,11-13-2018,0.1854,0.1854,0.1854,0.1854,0
Mon,11-12-2018,0.4503,0.4503,0.4503,0.4503,0
Fri,11-09-2018,0.5504,0.5504,0.5504,0.5504,0
Thu,11-08-2018,1.0869,1.0869,1.0869,1.0869,0
Wed,11-07-2018,1.5384,1.5384,1.5384,1.5384,0
Tue,11-06-2018,0.7846,0.7846,0.7846,0.7846,0
Mon,11-05-2018,0.5660,0.5660,0.5660,0.5660,0
Fri,11-02-2018,0.3176,0.3176,0.3176,0.3176,0
Thu,11-01-2018,0.3733,0.3733,0.3733,0.3733,0
Wed,10-31-2018,0.1760,0.1760,0.1760,0.1760,0
Tue,10-30-2018,0.0830,0.0830,0.0830,0.0830,0
Mon,10-29-2018,0.0471,0.0471,0.0471,0.0471,0
Fri,10-26-2018,0.0169,0.0169,0.0169,0.0169,0
Thu,10-25-2018,0.0360,0.0360,0.0360,0.0360,0
Wed,10-24-2018,0.0516,0.0516,0.0516,0.0516,0
Tue,10-23-2018,0.0160,0.0160,0.0160,0.0160,0
Mon,10-22-2018,0.0692,0.0692,0.0692,0.0692,0
Fri,10-19-2018,0.0781,0.0781,0.0781,0.0781,0
Thu,10-18-2018,0.0367,0.0367,0.0367,0.0367,0
Wed,10-17-2018,0.1162,0.1162,0.1162,0.1162,0
Tue,10-16-2018,0.1473,0.1473,0.1473,0.1473,0
Mon,10-15-2018,0.0462,0.0462,0.0462,0.0462,0
Fri,10-12-2018,0.0252,0.0252,0.0252,0.0252,0
Thu,10-11-2018,0.0171,0.0171,0.0171,0.0171,0
Wed,10-10-2018,0.0657,0.0657,0.0657,0.0657,0
Tue,10-09-2018,0.1854,0.1854,0.1854,0.1854,0
Mon,10-08-2018,0.1054,0.1054,0.1054,0.1054,0
Fri,10-05-2018,0.0580,0.0580,0.0580,0.0580,0
Thu,10-04-2018,0.0847,0.0847,0.0847,0.0847,0
Wed,10-03-2018,0.2786,0.2786,0.2786,0.2786,0
Tue,10-02-2018,0.2905,0.2905,0.2905,0.2905,0
Mon,10-01-2018,0.5833,0.5833,0.5833,0.5833,0
Fri,09-28-2018,0.4661,0.4661,0.4661,0.4661,0
Thu,09-27-2018,0.3826,0.3826,0.3826,0.3826,0
Wed,09-26-2018,0.5405,0.5405,0.5405,0.5405,0
Tue,09-25-2018,0.5234,0.5234,0.5234,0.5234,0
Mon,09-24-2018,0.4196,0.4196,0.4196,0.4196,0
Fri,09-21-2018,1.1609,1.1609,1.1609,1.1609,0
Thu,09-20-2018,0.9247,0.9247,0.9247,0.9247,0
Wed,09-19-2018,0.7272,0.7272,0.7272,0.7272,0
Tue,09-18-2018,0.7807,0.7807,0.7807,0.7807,0
Mon,09-17-2018,0.8247,0.8247,0.8247,0.8247,0
Fri,09-14-2018,1.1978,1.1978,1.1978,1.1978,0
Thu,09-13-2018,1.5882,1.5882,1.5882,1.5882,0
Wed,09-12-2018,1.2025,1.2025,1.2025,1.2025,0
Tue,09-11-2018,0.7933,0.7933,0.7933,0.7933,0
Mon,09-10-2018,1.0786,1.0786,1.0786,1.0786,0
Fri,09-07-2018,0.6044,0.6044,0.6044,0.6044,0
Thu,09-06-2018,0.9082,0.9082,0.9082,0.9082,0
Wed,09-05-2018,0.9361,0.9361,0.9361,0.9361,0
Tue,09-04-2018,1.4000,1.4000,1.4000,1.4000,0
Fri,08-31-2018,2.0217,2.0217,2.0217,2.0217,0
Thu,08-30-2018,1.8225,1.8225,1.8225,1.8225,0
Wed,08-29-2018,4.0555,4.0555,4.0555,4.0555,0
Tue,08-28-2018,3.7096,3.7096,3.7096,3.7096,0
Mon,08-27-2018,8.5294,8.5294,8.5294,8.5294,0
Fri,08-24-2018,2.9473,2.9473,2.9473,2.9473,0
Thu,08-23-2018,2.2142,2.2142,2.2142,2.2142,0
Wed,08-22-2018,3.7500,3.7500,3.7500,3.7500,0
Tue,08-21-2018,7.7142,7.7142,7.7142,7.7142,0
Mon,08-20-2018,5.4444,5.4444,5.4444,5.4444,0
Fri,08-17-2018,2.1200,2.1200,2.1200,2.1200,0
Thu,08-16-2018,1.8431,1.8431,1.8431,1.8431,0
Wed,08-15-2018,0.3594,0.3594,0.3594,0.3594,0
Tue,08-14-2018,1.1282,1.1282,1.1282,1.1282,0
Mon,08-13-2018,0.3620,0.3620,0.3620,0.3620,0
Fri,08-10-2018,0.7752,0.7752,0.7752,0.7752,0
